node_i,node_j,peak_lag_steps,peak_corr,p_value,significant_p01,p_value_fdr,significant_fdr,event_id,tier_i_actual,tier_j_actual,edge_tier_actual,uses_fixture,claim_allowed,claim_level,claim_reason,claim_language,claim_sentence,feature_tier,provenance_claim_allowed,statistical_claim_allowed,paper_claim_allowed,claim_strength,method,feature_col,grid_seconds,peak_lag_seconds,p_bonferroni,significant_bonferroni,event_phase,caused_node,causing_node,fevd_share,horizon,te_i_to_j,p_value_block,significant_p05,p_value_block_fdr,significant_block_fdr,fevd_share_mean,fevd_share_max,fevd_share_std,n_windows
,,,,,,,,busd_2023,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from busd_binance to curve_3pool.,B,true,false,false,suggestive,table_var_spillovers,,,,,,,curve_3pool,busd_binance,0.11498084934155228,10,,,,,,,,,
,,,,,,,,busd_2023,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from usdc_binance to curve_3pool.,B,true,false,false,suggestive,table_var_spillovers,,,,,,,curve_3pool,usdc_binance,0.8781313806862325,10,,,,,,,,,
,,,,,,,,busd_2023,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from curve_3pool to busd_binance.,B,true,false,false,suggestive,table_var_spillovers,,,,,,,busd_binance,curve_3pool,0.003503121255259098,10,,,,,,,,,
,,,,,,,,busd_2023,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between busd_binance and busd_binance (Tier B proxy data).,B,true,false,false,descriptive,table_var_spillovers,,,,,,,busd_binance,busd_binance,0.07766528440026722,10,,,,,,,,,
,,,,,,,,busd_2023,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between usdc_binance and busd_binance (Tier B proxy data).,B,true,false,false,descriptive,table_var_spillovers,,,,,,,busd_binance,usdc_binance,0.9188315943444736,10,,,,,,,,,
,,,,,,,,busd_2023,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from curve_3pool to usdc_binance.,B,true,false,false,suggestive,table_var_spillovers,,,,,,,usdc_binance,curve_3pool,0.004971944277908668,10,,,,,,,,,
,,,,,,,,busd_2023,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between busd_binance and usdc_binance (Tier B proxy data).,B,true,false,false,descriptive,table_var_spillovers,,,,,,,usdc_binance,busd_binance,0.05594155065189333,10,,,,,,,,,
,,,,,,,,busd_2023,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between usdc_binance and usdc_binance (Tier B proxy data).,B,true,false,false,descriptive,table_var_spillovers,,,,,,,usdc_binance,usdc_binance,0.9390865050701979,10,,,,,,,,,
curve_3pool,usdc_coinbase,,,0.0,,0.0,true,usdc_svb_2023,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from curve_3pool to usdc_coinbase.,B,true,true,true,statistically_supported,table_transfer_entropy,,,,0.0,true,,,,,,0.6854336939516794,0.005,true,0.02,true,,,,
usdc_coinbase,curve_3pool,,,0.0,,0.0,true,usdc_svb_2023,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from usdc_coinbase to curve_3pool.,B,true,true,true,statistically_supported,table_transfer_entropy,,,,0.0,true,,,,,,0.6014453148640833,0.065,true,0.195,false,,,,
usdc_binance,curve_3pool,,,0.085,,0.1275,false,usdc_svb_2023,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from usdc_binance to curve_3pool.,B,true,false,false,suggestive,table_transfer_entropy,,,,1.0,false,,,,,,0.504061671649447,0.57,false,1.0,false,,,,
usdt_binance,curve_3pool,,,0.085,,0.1275,false,usdc_svb_2023,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from usdt_binance to curve_3pool.,B,true,false,false,suggestive,table_transfer_entropy,,,,1.0,false,,,,,,0.504061671649447,0.57,false,1.0,false,,,,
curve_3pool,usdc_binance,,,0.375,,0.4800000000000001,false,usdc_svb_2023,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from curve_3pool to usdc_binance.,B,true,false,false,suggestive,table_transfer_entropy,,,,1.0,false,,,,,,0.36782823960896294,0.975,false,1.0,false,,,,
curve_3pool,usdt_binance,,,0.4,,0.4800000000000001,false,usdc_svb_2023,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from curve_3pool to usdt_binance.,B,true,false,false,suggestive,table_transfer_entropy,,,,1.0,false,,,,,,0.36782823960896294,0.985,false,1.0,false,,,,
usdc_binance,usdc_coinbase,,,0.0,,0.0,true,usdc_svb_2023,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between usdc_binance and usdc_coinbase (Tier B proxy data).,B,true,true,true,statistically_supported,table_transfer_entropy,,,,0.0,true,,,,,,0.0666451007861315,0.005,true,0.02,true,,,,
usdt_binance,usdc_coinbase,,,0.0,,0.0,true,usdc_svb_2023,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between usdt_binance and usdc_coinbase (Tier B proxy data).,B,true,true,true,statistically_supported,table_transfer_entropy,,,,0.0,true,,,,,,0.0666451007861315,0.005,true,0.02,true,,,,
usdc_coinbase,usdc_binance,,,0.0,,0.0,true,usdc_svb_2023,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between usdc_coinbase and usdc_binance (Tier B proxy data).,B,true,true,true,statistically_supported,table_transfer_entropy,,,,0.0,true,,,,,,0.04372355221789026,0.65,true,1.0,false,,,,
usdc_coinbase,usdt_binance,,,0.0,,0.0,true,usdc_svb_2023,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between usdc_coinbase and usdt_binance (Tier B proxy data).,B,true,true,true,statistically_supported,table_transfer_entropy,,,,0.0,true,,,,,,0.04372355221789026,0.68,true,1.0,false,,,,
usdc_binance,usdt_binance,,,1.0,,1.0,false,usdc_svb_2023,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between usdc_binance and usdt_binance (Tier B proxy data).,B,true,false,false,descriptive,table_transfer_entropy,,,,1.0,false,,,,,,0.0,1.0,false,1.0,false,,,,
usdt_binance,usdc_binance,,,1.0,,1.0,false,usdc_svb_2023,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between usdt_binance and usdc_binance (Tier B proxy data).,B,true,false,false,descriptive,table_transfer_entropy,,,,1.0,false,,,,,,0.0,1.0,false,1.0,false,,,,
curve_ust_wormhole,ust_binance,,,0.0,,0.0,true,terra_luna_2022,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from curve_ust_wormhole to ust_binance.,B,true,true,true,statistically_supported,table_transfer_entropy,,,,0.0,true,,,,,,0.3804870973075759,0.34,true,0.68,false,,,,
curve_ust_wormhole,curve_3pool,,,0.865,,1.0,false,terra_luna_2022,A,A,A,false,true,A_A_dex_flow,Both endpoints are Tier-A DEX (AMM) nodes.,A/A directional (on-chain AMM flow),We find high-provenance on-chain AMM-flow evidence of stress propagation from curve_ust_wormhole to curve_3pool.,B,true,false,false,suggestive,table_transfer_entropy,,,,1.0,false,,,,,,0.3545527889788419,0.285,false,0.68,false,,,,
curve_ust_wormhole,usdt_binance,,,0.0,,0.0,true,terra_luna_2022,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from curve_ust_wormhole to usdt_binance.,B,true,true,true,statistically_supported,table_transfer_entropy,,,,0.0,true,,,,,,0.2583100464183655,0.15,true,0.6,false,,,,
curve_3pool,curve_ust_wormhole,,,1.0,,1.0,false,terra_luna_2022,A,A,A,false,true,A_A_dex_flow,Both endpoints are Tier-A DEX (AMM) nodes.,A/A directional (on-chain AMM flow),We find high-provenance on-chain AMM-flow evidence of stress propagation from curve_3pool to curve_ust_wormhole.,B,true,false,false,suggestive,table_transfer_entropy,,,,1.0,false,,,,,,0.23678704406803197,0.965,false,1.0,false,,,,
ust_binance,curve_3pool,,,0.075,,0.12857142857142856,false,terra_luna_2022,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from ust_binance to curve_3pool.,B,true,false,false,suggestive,table_transfer_entropy,,,,0.8999999999999999,false,,,,,,0.22921862045450614,0.98,false,1.0,false,,,,
ust_binance,curve_ust_wormhole,,,1.0,,1.0,false,terra_luna_2022,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from ust_binance to curve_ust_wormhole.,B,true,false,false,suggestive,table_transfer_entropy,,,,1.0,false,,,,,,0.2187164046583563,0.51,false,0.8742857142857143,false,,,,
usdt_binance,curve_ust_wormhole,,,1.0,,1.0,false,terra_luna_2022,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from usdt_binance to curve_ust_wormhole.,B,true,false,false,suggestive,table_transfer_entropy,,,,1.0,false,,,,,,0.14687839176723716,0.285,false,0.68,false,,,,
curve_3pool,ust_binance,,,0.0,,0.0,true,terra_luna_2022,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from curve_3pool to ust_binance.,B,true,true,true,statistically_supported,table_transfer_entropy,,,,0.0,true,,,,,,0.14430454925944136,0.755,true,1.0,false,,,,
usdt_binance,curve_3pool,,,1.0,,1.0,false,terra_luna_2022,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from usdt_binance to curve_3pool.,B,true,false,false,suggestive,table_transfer_entropy,,,,1.0,false,,,,,,0.08575145131454631,1.0,false,1.0,false,,,,
curve_3pool,usdt_binance,,,0.0,,0.0,true,terra_luna_2022,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from curve_3pool to usdt_binance.,B,true,true,true,statistically_supported,table_transfer_entropy,,,,0.0,true,,,,,,0.05977840720999535,0.02,true,0.12,false,,,,
ust_binance,usdt_binance,,,0.0,,0.0,true,terra_luna_2022,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between ust_binance and usdt_binance (Tier B proxy data).,B,true,true,true,statistically_supported,table_transfer_entropy,,,,0.0,true,,,,,,0.016899583833956927,0.01,true,0.12,false,,,,
usdt_binance,ust_binance,,,0.0,,0.0,true,terra_luna_2022,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between usdt_binance and ust_binance (Tier B proxy data).,B,true,true,true,statistically_supported,table_transfer_entropy,,,,0.0,true,,,,,,0.01624427602650419,1.0,true,1.0,false,,,,
curve_crvusd_usdt,curve_3pool,,,0.145,,0.43499999999999994,false,usdt_curve_2023,A,A,A,false,true,A_A_dex_flow,Both endpoints are Tier-A DEX (AMM) nodes.,A/A directional (on-chain AMM flow),We find high-provenance on-chain AMM-flow evidence of stress propagation from curve_crvusd_usdt to curve_3pool.,B,true,false,false,suggestive,table_transfer_entropy,,,,0.8699999999999999,false,,,,,,0.5954546117428307,0.62,false,1.0,false,,,,
curve_3pool,curve_crvusd_usdt,,,0.915,,1.0,false,usdt_curve_2023,A,A,A,false,true,A_A_dex_flow,Both endpoints are Tier-A DEX (AMM) nodes.,A/A directional (on-chain AMM flow),We find high-provenance on-chain AMM-flow evidence of stress propagation from curve_3pool to curve_crvusd_usdt.,B,true,false,false,suggestive,table_transfer_entropy,,,,1.0,false,,,,,,0.44379596021870915,0.98,false,1.0,false,,,,
usdt_binance,curve_3pool,,,1.0,,1.0,false,usdt_curve_2023,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from usdt_binance to curve_3pool.,B,true,false,false,suggestive,table_transfer_entropy,,,,1.0,false,,,,,,0.25000004500001327,0.97,false,1.0,false,,,,
curve_3pool,usdt_binance,,,0.0,,0.0,true,usdt_curve_2023,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from curve_3pool to usdt_binance.,B,true,true,true,statistically_supported,table_transfer_entropy,,,,0.0,true,,,,,,0.09338308727440564,0.62,true,1.0,false,,,,
usdt_binance,curve_crvusd_usdt,,,1.0,,1.0,false,usdt_curve_2023,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from usdt_binance to curve_crvusd_usdt.,B,true,false,false,suggestive,table_transfer_entropy,,,,1.0,false,,,,,,2.220446049250313e-16,1.0,false,1.0,false,,,,
curve_crvusd_usdt,usdt_binance,,,1.0,,1.0,false,usdt_curve_2023,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from curve_crvusd_usdt to usdt_binance.,B,true,false,false,suggestive,table_transfer_entropy,,,,1.0,false,,,,,,0.0,1.0,false,1.0,false,,,,
curve_3pool,usdt_binance,,,0.0,,0.0,true,ftx_2022,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from curve_3pool to usdt_binance.,B,true,true,true,statistically_supported,table_transfer_entropy,,,,0.0,true,,,,,,0.4019963945781472,0.95,true,1.0,false,,,,
usdt_binance,curve_3pool,,,0.0,,0.0,true,ftx_2022,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from usdt_binance to curve_3pool.,B,true,true,true,statistically_supported,table_transfer_entropy,,,,0.0,true,,,,,,0.3989481367860148,0.835,true,1.0,false,,,,
curve_3pool,busd_binance,,,0.0,,0.0,true,ftx_2022,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from curve_3pool to busd_binance.,B,true,true,true,statistically_supported,table_transfer_entropy,,,,0.0,true,,,,,,0.08285238836678999,0.275,true,0.55,false,,,,
busd_binance,curve_3pool,,,1.0,,1.0,false,ftx_2022,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from busd_binance to curve_3pool.,B,true,false,false,suggestive,table_transfer_entropy,,,,1.0,false,,,,,,0.08082096187575671,1.0,false,1.0,false,,,,
busd_binance,usdt_binance,,,0.0,,0.0,true,ftx_2022,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between busd_binance and usdt_binance (Tier B proxy data).,B,true,true,true,statistically_supported,table_transfer_entropy,,,,0.0,true,,,,,,0.034495181249955265,0.0,true,0.0,true,,,,
usdt_binance,busd_binance,,,0.0,,0.0,true,ftx_2022,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between usdt_binance and busd_binance (Tier B proxy data).,B,true,true,true,statistically_supported,table_transfer_entropy,,,,0.0,true,,,,,,0.020888768332277652,0.0,true,0.0,true,,,,
usdc_binance,curve_3pool,,,0.0,,0.0,true,busd_2023,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from usdc_binance to curve_3pool.,B,true,true,true,statistically_supported,table_transfer_entropy,,,,0.0,true,,,,,,0.6585480765761742,0.015,true,0.12,false,,,,
usdt_binance,curve_3pool,,,0.0,,0.0,true,busd_2023,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from usdt_binance to curve_3pool.,B,true,true,true,statistically_supported,table_transfer_entropy,,,,0.0,true,,,,,,0.6585480765761742,0.02,true,0.12,false,,,,
curve_3pool,usdc_binance,,,0.0,,0.0,true,busd_2023,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from curve_3pool to usdc_binance.,B,true,true,true,statistically_supported,table_transfer_entropy,,,,0.0,true,,,,,,0.2662427267003824,0.745,true,1.0,false,,,,
curve_3pool,usdt_binance,,,0.0,,0.0,true,busd_2023,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from curve_3pool to usdt_binance.,B,true,true,true,statistically_supported,table_transfer_entropy,,,,0.0,true,,,,,,0.2662427267003824,0.75,true,1.0,false,,,,
busd_binance,curve_3pool,,,0.995,,1.0,false,busd_2023,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from busd_binance to curve_3pool.,B,true,false,false,suggestive,table_transfer_entropy,,,,1.0,false,,,,,,0.13151865954712316,0.995,false,1.0,false,,,,
busd_binance,usdc_binance,,,0.0,,0.0,true,busd_2023,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between busd_binance and usdc_binance (Tier B proxy data).,B,true,true,true,statistically_supported,table_transfer_entropy,,,,0.0,true,,,,,,0.03963917154438601,0.98,true,1.0,false,,,,
busd_binance,usdt_binance,,,0.0,,0.0,true,busd_2023,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between busd_binance and usdt_binance (Tier B proxy data).,B,true,true,true,statistically_supported,table_transfer_entropy,,,,0.0,true,,,,,,0.03963917154438601,0.995,true,1.0,false,,,,
curve_3pool,busd_binance,,,0.005,,0.006666666666666666,true,busd_2023,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from curve_3pool to busd_binance.,B,true,true,true,statistically_supported,table_transfer_entropy,,,,0.06,false,,,,,,0.012612688241881505,0.855,true,1.0,false,,,,
usdc_binance,busd_binance,,,0.0,,0.0,true,busd_2023,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between usdc_binance and busd_binance (Tier B proxy data).,B,true,true,true,statistically_supported,table_transfer_entropy,,,,0.0,true,,,,,,0.011670578222928628,0.47,true,1.0,false,,,,
usdt_binance,busd_binance,,,0.0,,0.0,true,busd_2023,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between usdt_binance and busd_binance (Tier B proxy data).,B,true,true,true,statistically_supported,table_transfer_entropy,,,,0.0,true,,,,,,0.011670578222928628,0.47,true,1.0,false,,,,
usdc_binance,usdt_binance,,,1.0,,1.0,false,busd_2023,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between usdc_binance and usdt_binance (Tier B proxy data).,B,true,false,false,descriptive,table_transfer_entropy,,,,1.0,false,,,,,,0.0,1.0,false,1.0,false,,,,
usdt_binance,usdc_binance,,,1.0,,1.0,false,busd_2023,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between usdt_binance and usdc_binance (Tier B proxy data).,B,true,false,false,descriptive,table_transfer_entropy,,,,1.0,false,,,,,,0.0,1.0,false,1.0,false,,,,
,,,,,,,,usdc_svb_2023,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from usdc_coinbase to curve_3pool.,B,true,false,false,suggestive,table_tvp_var_summary,,,,,,,curve_3pool,usdc_coinbase,,,,,,,,0.37971046776979517,0.752295463153303,0.24113292542910306,5
,,,,,,,,usdc_svb_2023,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from curve_3pool to usdt_binance.,B,true,false,false,suggestive,table_tvp_var_summary,,,,,,,usdt_binance,curve_3pool,,,,,,,,0.3150716719662522,0.7426857383589649,0.38068473974380657,5
,,,,,,,,usdc_svb_2023,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from curve_3pool to usdc_binance.,B,true,false,false,suggestive,table_tvp_var_summary,,,,,,,usdc_binance,curve_3pool,,,,,,,,0.31282305918446535,0.7506661710818354,0.3779231407501266,5
,,,,,,,,usdc_svb_2023,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from curve_3pool to usdc_coinbase.,B,true,false,false,suggestive,table_tvp_var_summary,,,,,,,usdc_coinbase,curve_3pool,,,,,,,,0.29960087724850215,0.7466376510158723,0.36883893478457663,5
,,,,,,,,usdc_svb_2023,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between usdc_coinbase and usdc_binance (Tier B proxy data).,B,true,false,false,descriptive,table_tvp_var_summary,,,,,,,usdc_binance,usdc_coinbase,,,,,,,,0.2798605107653917,0.3842835983353315,0.07339020571822609,5
,,,,,,,,usdc_svb_2023,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between usdc_coinbase and usdt_binance (Tier B proxy data).,B,true,false,false,descriptive,table_tvp_var_summary,,,,,,,usdt_binance,usdc_coinbase,,,,,,,,0.2685424790393836,0.3842835983353318,0.08606614818901451,5
,,,,,,,,usdc_svb_2023,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between usdc_binance and usdt_binance (Tier B proxy data).,B,true,false,false,descriptive,table_tvp_var_summary,,,,,,,usdt_binance,usdc_binance,,,,,,,,0.22471240425301486,0.3521654293243328,0.13200159119021196,5
,,,,,,,,usdc_svb_2023,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between usdt_binance and usdc_binance (Tier B proxy data).,B,true,false,false,descriptive,table_tvp_var_summary,,,,,,,usdc_binance,usdt_binance,,,,,,,,0.19167344474117962,0.35216542932433226,0.17661295845590264,5
,,,,,,,,usdc_svb_2023,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from usdc_binance to curve_3pool.,B,true,false,false,suggestive,table_tvp_var_summary,,,,,,,curve_3pool,usdc_binance,,,,,,,,0.1542948600822037,0.26928277534535394,0.09517281942332324,5
,,,,,,,,usdc_svb_2023,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from usdt_binance to curve_3pool.,B,true,false,false,suggestive,table_tvp_var_summary,,,,,,,curve_3pool,usdt_binance,,,,,,,,0.12050841955442067,0.2692827753453539,0.13073658367016694,5
,,,,,,,,usdc_svb_2023,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between usdc_binance and usdc_coinbase (Tier B proxy data).,B,true,false,false,descriptive,table_tvp_var_summary,,,,,,,usdc_coinbase,usdc_binance,,,,,,,,0.08400337998533944,0.2435640870362116,0.0926740440039439,5
,,,,,,,,usdc_svb_2023,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between usdt_binance and usdc_coinbase (Tier B proxy data).,B,true,false,false,descriptive,table_tvp_var_summary,,,,,,,usdc_coinbase,usdt_binance,,,,,,,,0.07378972384445044,0.2435640870362109,0.10124421780885455,5
,,,,,,,,terra_luna_2022,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from ust_binance to curve_3pool.,B,true,false,false,suggestive,table_tvp_var_summary,,,,,,,curve_3pool,ust_binance,,,,,,,,0.5759449392390328,0.763975423791042,0.14899263823234568,5
,,,,,,,,terra_luna_2022,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from ust_binance to curve_ust_wormhole.,B,true,false,false,suggestive,table_tvp_var_summary,,,,,,,curve_ust_wormhole,ust_binance,,,,,,,,0.5664704881237882,0.786623736610004,0.16451367561615957,5
,,,,,,,,terra_luna_2022,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between ust_binance and usdt_binance (Tier B proxy data).,B,true,false,false,descriptive,table_tvp_var_summary,,,,,,,usdt_binance,ust_binance,,,,,,,,0.4373881993310257,0.8199278717573394,0.2541109206658624,5
,,,,,,,,terra_luna_2022,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from curve_ust_wormhole to usdt_binance.,B,true,false,false,suggestive,table_tvp_var_summary,,,,,,,usdt_binance,curve_ust_wormhole,,,,,,,,0.26219778952339834,0.7001589166653172,0.2511135618776713,5
,,,,,,,,terra_luna_2022,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from curve_3pool to ust_binance.,B,true,false,false,suggestive,table_tvp_var_summary,,,,,,,ust_binance,curve_3pool,,,,,,,,0.23026195529992943,0.5397226522127684,0.20810952015210535,5
,,,,,,,,terra_luna_2022,A,A,A,false,true,A_A_dex_flow,Both endpoints are Tier-A DEX (AMM) nodes.,A/A directional (on-chain AMM flow),We find high-provenance on-chain AMM-flow evidence of stress propagation from curve_3pool to curve_ust_wormhole.,B,true,false,false,suggestive,table_tvp_var_summary,,,,,,,curve_ust_wormhole,curve_3pool,,,,,,,,0.225800414599525,0.3204038304999162,0.08952353894740502,5
,,,,,,,,terra_luna_2022,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from curve_3pool to usdt_binance.,B,true,false,false,suggestive,table_tvp_var_summary,,,,,,,usdt_binance,curve_3pool,,,,,,,,0.17102268495673836,0.3934551128896572,0.17113270001063552,5
,,,,,,,,terra_luna_2022,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from curve_ust_wormhole to ust_binance.,B,true,false,false,suggestive,table_tvp_var_summary,,,,,,,ust_binance,curve_ust_wormhole,,,,,,,,0.13038951449375005,0.21644296418065823,0.06533065479862595,5
